Nr,Datum,Zeit,Heim,Var.5,Gast,Tore,Punkte,Var.9,Var.10,season,team,league,place,points_won,points_lost
53,06.12.14,17:30,TSV Bonn rrh.,NA,CVJM Oberwiehl,22:26,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
49,06.12.14,19:30,TV Strombach,NA,ASV SR Aachen,36:28,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
54,07.12.14,16:00,SG Ollheim-Straßfeld,NA,TV Oberbantenberg,23:23,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
50,07.12.14,18:00,Weidener TV,NA,TuS Königsdorf,23:33,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
59,13.12.14,17:00,HSV Frechen,NA,TSV Bonn rrh.,18:21,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
57,13.12.14,19:30,TuS Königsdorf,NA,Pulheimer SC,23:27,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
60,13.12.14,19:30,CVJM Oberwiehl,NA,SG Ollheim-Straßfeld,28:40,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
56,13.12.14,20:00,ASV SR Aachen,NA,Weidener TV,30:25,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
58,14.12.14,16:00,HSG Siebengeb.-Thom.,NA,Dünnwalder TV,26:26,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
55,14.12.14,17:00,TV Oberbantenberg,NA,TV Strombach,27:28,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
26,16.12.14,20:00,Weidener TV,NA,TSV Bonn rrh.,23:40,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
63,10.01.15,17:30,Pulheimer SC,NA,ASV SR Aachen,30:32,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
64,10.01.15,17:30,Dünnwalder TV,NA,TuS Königsdorf,21:34,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
61,10.01.15,19:30,TV Strombach,NA,SG Ollheim-Straßfeld,32:23,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
65,10.01.15,19:30,TSV Bonn rrh.,NA,HSG Siebengeb.-Thom.,28:15,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
66,11.01.15,17:00,CVJM Oberwiehl,NA,HSV Frechen,29:33,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
62,11.01.15,18:00,Weidener TV,NA,TV Oberbantenberg,29:30,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
69,17.01.15,17:30,Pulheimer SC,NA,TV Oberbantenberg,32:32,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
70,17.01.15,17:30,Dünnwalder TV,NA,ASV SR Aachen,32:29,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
72,17.01.15,18:00,CVJM Oberwiehl,NA,HSG Siebengeb.-Thom.,26:32,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
68,17.01.15,19:15,HSV Frechen,NA,SG Ollheim-Straßfeld,37:25,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
71,18.01.15,16:30,TSV Bonn rrh.,NA,TuS Königsdorf,23:23,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
67,18.01.15,18:00,Weidener TV,NA,TV Strombach,31:40,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
74,25.01.15,16:00,SG Ollheim-Straßfeld,NA,Weidener TV,26:26,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
78,25.01.15,16:00,HSG Siebengeb.-Thom.,NA,HSV Frechen,23:28,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
73,25.01.15,17:00,TV Strombach,NA,Pulheimer SC,35:31,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
75,25.01.15,17:00,TV Oberbantenberg,NA,Dünnwalder TV,30:27,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
76,25.01.15,18:00,ASV SR Aachen,NA,TSV Bonn rrh.,24:27,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
79,31.01.15,17:30,Dünnwalder TV,NA,TV Strombach,27:28,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
80,31.01.15,17:30,Pulheimer SC,NA,Weidener TV,40:20,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
83,31.01.15,18:00,CVJM Oberwiehl,NA,ASV SR Aachen,21:38,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
81,31.01.15,19:00,HSG Siebengeb.-Thom.,NA,SG Ollheim-Straßfeld,25:21,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
84,31.01.15,19:15,HSV Frechen,NA,TuS Königsdorf,30:26,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
82,01.02.15,15:30,TSV Bonn rrh.,NA,TV Oberbantenberg,34:27,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
77,04.02.15,19:15,TuS Königsdorf,NA,CVJM Oberwiehl,31:31,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
90,07.02.15,19:30,TuS Königsdorf,NA,HSG Siebengeb.-Thom.,30:20,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
87,08.02.15,16:00,SG Ollheim-Straßfeld,NA,Pulheimer SC,25:23,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
85,08.02.15,17:00,TV Strombach,NA,TSV Bonn rrh.,20:22,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
88,08.02.15,17:00,TV Oberbantenberg,NA,CVJM Oberwiehl,22:22,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
86,08.02.15,18:00,Weidener TV,NA,Dünnwalder TV,26:23,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
89,08.02.15,18:15,ASV SR Aachen,NA,HSV Frechen,26:29,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
92,21.02.15,19:30,TSV Bonn rrh.,NA,Weidener TV,27:18,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
94,21.02.15,19:30,TuS Königsdorf,NA,SG Ollheim-Straßfeld,39:30,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
95,21.02.15,20:00,HSV Frechen,NA,TV Oberbantenberg,33:32,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
96,22.02.15,16:00,HSG Siebengeb.-Thom.,NA,ASV SR Aachen,30:30,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
102,28.02.15,19:30,ASV SR Aachen,NA,TuS Königsdorf,34:30,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
100,01.03.15,16:00,SG Ollheim-Straßfeld,NA,Dünnwalder TV,21:22,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
97,01.03.15,17:00,HSV Frechen,NA,TV Strombach,28:25,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
101,01.03.15,17:00,TV Oberbantenberg,NA,HSG Siebengeb.-Thom.,23:35,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
98,01.03.15,18:00,Weidener TV,NA,CVJM Oberwiehl,33:32,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
99,03.03.15,19:30,Pulheimer SC,NA,TSV Bonn rrh.,29:27,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
91,04.03.15,20:30,CVJM Oberwiehl,NA,TV Strombach,34:30,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
108,07.03.15,19:30,TuS Königsdorf,NA,TV Oberbantenberg,29:25,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
104,07.03.15,20:00,HSV Frechen,NA,Weidener TV,30:18,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
103,08.03.15,16:00,HSG Siebengeb.-Thom.,NA,TV Strombach,28:25,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
105,08.03.15,17:00,CVJM Oberwiehl,NA,Pulheimer SC,31:39,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
107,08.03.15,18:15,ASV SR Aachen,NA,SG Ollheim-Straßfeld,31:27,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
93,09.03.15,20:30,Dünnwalder TV,NA,Pulheimer SC,32:31,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
111,14.03.15,17:30,Pulheimer SC,NA,HSV Frechen,27:33,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
112,14.03.15,17:30,Dünnwalder TV,NA,CVJM Oberwiehl,34:26,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
113,15.03.15,16:00,SG Ollheim-Straßfeld,NA,TSV Bonn rrh.,29:25,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
109,15.03.15,17:00,TV Strombach,NA,TuS Königsdorf,29:29,1:1,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
114,15.03.15,17:00,TV Oberbantenberg,NA,ASV SR Aachen,30:19,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
110,15.03.15,18:00,Weidener TV,NA,HSG Siebengeb.-Thom.,28:22,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
106,20.03.15,19:15,TSV Bonn rrh.,NA,Dünnwalder TV,21:18,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
116,21.03.15,19:30,TuS Königsdorf,NA,Weidener TV,31:28,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
115,22.03.15,13:30,ASV SR Aachen,NA,TV Strombach,24:30,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
117,22.03.15,16:00,HSG Siebengeb.-Thom.,NA,Pulheimer SC,28:31,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
119,22.03.15,17:00,CVJM Oberwiehl,NA,TSV Bonn rrh.,30:28,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
120,22.03.15,17:00,TV Oberbantenberg,NA,SG Ollheim-Straßfeld,19:20,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
118,22.03.15,18:00,HSV Frechen,NA,Dünnwalder TV,28:29,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
123,11.04.15,17:30,Pulheimer SC,NA,TuS Königsdorf,25:29,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
124,11.04.15,17:30,Dünnwalder TV,NA,HSG Siebengeb.-Thom.,28:24,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
125,11.04.15,19:30,TSV Bonn rrh.,NA,HSV Frechen,22:23,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
126,12.04.15,16:00,SG Ollheim-Straßfeld,NA,CVJM Oberwiehl,38:24,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
121,12.04.15,17:00,TV Strombach,NA,TV Oberbantenberg,31:34,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
122,12.04.15,18:00,Weidener TV,NA,ASV SR Aachen,31:28,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
127,18.04.15,18:00,SG Ollheim-Straßfeld,NA,TV Strombach,36:40,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
128,18.04.15,18:00,TV Oberbantenberg,NA,Weidener TV,32:28,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
129,18.04.15,18:00,ASV SR Aachen,NA,Pulheimer SC,25:33,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
130,18.04.15,18:00,TuS Königsdorf,NA,Dünnwalder TV,24:27,0:2,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
131,18.04.15,18:00,HSG Siebengeb.-Thom.,NA,TSV Bonn rrh.,20:17,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
132,18.04.15,18:00,HSV Frechen,NA,CVJM Oberwiehl,37:25,2:0,NA,NA,2013/2014,1. Damen,Oberliga,5,25,19
5,15.09.12,16:00,TSV Bayer Leverkusen 2,NA,ASV SR Aachen,37:28,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
1,15.09.12,17:30,TuS Königsdorf,NA,1.FC Köln 2,25:19,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
2,16.09.12,15:30,TSV Bonn rrh.,NA,Dünnwalder TV,22:23,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
3,16.09.12,16:00,HSG Siebengebirge-Th.,NA,SC Fortuna Köln,13:32,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
6,16.09.12,16:00,TV Strombach,NA,SG Ollheim/Straßfeld,36:32,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
4,16.09.12,18:00,Weidener TV,NA,Pulheimer SC,20:23,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
8,22.09.12,17:00,1.FC Köln 2,NA,TSV Bonn rrh.,28:29,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
10,22.09.12,18:00,ASV SR Aachen,NA,Weidener TV,31:28,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
11,22.09.12,19:30,TV Strombach,NA,TSV Bayer Leverkusen 2,32:32,1:1,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
12,22.09.12,19:30,Dünnwalder TV,NA,SG Ollheim/Straßfeld,30:22,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
7,23.09.12,15:45,SC Fortuna Köln,NA,TuS Königsdorf,32:19,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
9,23.09.12,16:00,Pulheimer SC,NA,HSG Siebengebirge-Th.,35:18,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
18,29.09.12,16:00,TSV Bayer Leverkusen 2,NA,Dünnwalder TV,27:27,1:1,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
14,29.09.12,17:00,1.FC Köln 2,NA,SC Fortuna Köln,16:32,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
13,29.09.12,17:30,TuS Königsdorf,NA,Pulheimer SC,18:36,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
15,30.09.12,15:45,TSV Bonn rrh.,NA,SG Ollheim/Straßfeld,27:22,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
17,30.09.12,16:30,Weidener TV,NA,TV Strombach,25:27,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
16,30.09.12,17:00,HSG Siebengebirge-Th.,NA,ASV SR Aachen,26:30,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
21,27.10.12,17:00,SC Fortuna Köln,NA,TSV Bonn rrh.,33:22,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
22,27.10.12,17:30,TV Strombach,NA,HSG Siebengebirge-Th.,40:28,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
19,27.10.12,18:00,ASV SR Aachen,NA,TuS Königsdorf,32:25,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
23,27.10.12,19:30,Dünnwalder TV,NA,Weidener TV,25:27,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
20,28.10.12,16:00,Pulheimer SC,NA,1.FC Köln 2,40:17,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
24,28.10.12,16:00,SG Ollheim/Straßfeld,NA,TSV Bayer Leverkusen 2,26:26,1:1,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
29,03.11.12,16:00,HSG Siebengebirge-Th.,NA,Dünnwalder TV,24:26,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
26,03.11.12,17:00,1.FC Köln 2,NA,ASV SR Aachen,26:27,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
25,03.11.12,17:30,TuS Königsdorf,NA,TV Strombach,29:34,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
28,03.11.12,19:30,TSV Bonn rrh.,NA,TSV Bayer Leverkusen 2,28:22,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
27,04.11.12,15:15,SC Fortuna Köln,NA,Pulheimer SC,30:28,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
30,04.11.12,18:00,Weidener TV,NA,SG Ollheim/Straßfeld,27:28,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
31,10.11.12,17:30,Dünnwalder TV,NA,TuS Königsdorf,31:29,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
32,10.11.12,17:30,TV Strombach,NA,1.FC Köln 2,34:26,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
34,10.11.12,17:30,Pulheimer SC,NA,TSV Bonn rrh.,29:23,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
33,10.11.12,18:00,ASV SR Aachen,NA,SC Fortuna Köln,27:36,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
35,10.11.12,19:15,SG Ollheim/Straßfeld,NA,HSG Siebengebirge-Th.,31:14,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
36,11.11.12,10:30,TSV Bayer Leverkusen 2,NA,Weidener TV,24:22,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
38,17.11.12,17:00,1.FC Köln 2,NA,Dünnwalder TV,25:30,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
37,17.11.12,17:30,TuS Königsdorf,NA,SG Ollheim/Straßfeld,29:30,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
40,17.11.12,17:30,Pulheimer SC,NA,ASV SR Aachen,32:25,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
41,18.11.12,15:30,TSV Bonn rrh.,NA,Weidener TV,26:20,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
39,18.11.12,15:45,SC Fortuna Köln,NA,TV Strombach,27:23,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
42,18.11.12,16:00,HSG Siebengebirge-Th.,NA,TSV Bayer Leverkusen 2,18:18,1:1,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
62,24.11.12,17:00,1.FC Köln 2,NA,HSG Siebengebirge-Th.,23:21,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
47,01.12.12,16:30,ASV SR Aachen,NA,TSV Bonn rrh.,20:32,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
43,01.12.12,18:00,TSV Bayer Leverkusen 2,NA,TuS Königsdorf,22:21,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
45,01.12.12,19:30,Dünnwalder TV,NA,SC Fortuna Köln,22:24,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
44,02.12.12,16:00,SG Ollheim/Straßfeld,NA,1.FC Köln 2,34:27,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
46,02.12.12,16:00,TV Strombach,NA,Pulheimer SC,28:31,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
48,02.12.12,18:00,Weidener TV,NA,HSG Siebengebirge-Th.,20:19,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
53,08.12.12,16:00,ASV SR Aachen,NA,TV Strombach,29:19,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
50,08.12.12,17:00,1.FC Köln 2,NA,TSV Bayer Leverkusen 2,29:29,1:1,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
54,08.12.12,17:00,TSV Bonn rrh.,NA,HSG Siebengebirge-Th.,27:24,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
51,08.12.12,17:30,SC Fortuna Köln,NA,SG Ollheim/Straßfeld,33:17,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
52,08.12.12,17:30,Pulheimer SC,NA,Dünnwalder TV,36:21,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
49,09.12.12,16:30,TuS Königsdorf,NA,Weidener TV,21:22,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
59,15.12.12,17:30,Dünnwalder TV,NA,ASV SR Aachen,27:21,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
60,15.12.12,17:30,TV Strombach,NA,TSV Bonn rrh.,29:28,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
57,15.12.12,18:00,TSV Bayer Leverkusen 2,NA,SC Fortuna Köln,35:16,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
55,16.12.12,16:00,HSG Siebengebirge-Th.,NA,TuS Königsdorf,30:28,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
58,16.12.12,16:00,SG Ollheim/Straßfeld,NA,Pulheimer SC,28:35,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
56,16.12.12,18:00,Weidener TV,NA,1.FC Köln 2,20:18,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
64,12.01.13,17:30,Pulheimer SC,NA,TSV Bayer Leverkusen 2,30:31,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
65,12.01.13,18:00,ASV SR Aachen,NA,SG Ollheim/Straßfeld,22:30,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
66,12.01.13,19:30,TV Strombach,NA,Dünnwalder TV,23:24,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
63,13.01.13,13:45,SC Fortuna Köln,NA,Weidener TV,31:22,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
61,13.01.13,16:30,TuS Königsdorf,NA,TSV Bonn rrh.,16:15,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
71,19.01.13,16:00,ASV SR Aachen,NA,TSV Bayer Leverkusen 2,29:34,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
67,19.01.13,17:00,1.FC Köln 2,NA,TuS Königsdorf,23:21,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
68,19.01.13,17:30,Dünnwalder TV,NA,TSV Bonn rrh.,25:25,1:1,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
70,19.01.13,17:30,Pulheimer SC,NA,Weidener TV,31:19,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
72,19.01.13,17:30,SG Ollheim/Straßfeld,NA,TV Strombach,39:29,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
69,20.01.13,13:45,SC Fortuna Köln,NA,HSG Siebengebirge-Th.,28:19,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
74,26.01.13,17:30,TSV Bonn rrh.,NA,1.FC Köln 2,26:25,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
77,26.01.13,18:00,TSV Bayer Leverkusen 2,NA,TV Strombach,42:27,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
75,27.01.13,16:00,HSG Siebengebirge-Th.,NA,Pulheimer SC,15:23,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
78,27.01.13,16:00,SG Ollheim/Straßfeld,NA,Dünnwalder TV,21:28,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
73,27.01.13,16:30,TuS Königsdorf,NA,SC Fortuna Köln,13:25,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
76,27.01.13,18:00,Weidener TV,NA,ASV SR Aachen,19:18,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
79,02.02.13,17:30,Pulheimer SC,NA,TuS Königsdorf,34:22,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
84,02.02.13,17:30,Dünnwalder TV,NA,TSV Bayer Leverkusen 2,16:26,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
82,02.02.13,18:00,ASV SR Aachen,NA,HSG Siebengebirge-Th.,26:28,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
83,02.02.13,19:30,TV Strombach,NA,Weidener TV,27:27,1:1,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
80,03.02.13,13:45,SC Fortuna Köln,NA,1.FC Köln 2,24:18,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
81,03.02.13,16:00,SG Ollheim/Straßfeld,NA,TSV Bonn rrh.,16:28,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
86,16.02.13,17:00,1.FC Köln 2,NA,Pulheimer SC,23:32,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
87,16.02.13,17:30,TSV Bonn rrh.,NA,SC Fortuna Köln,16:24,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
90,17.02.13,14:30,TSV Bayer Leverkusen 2,NA,SG Ollheim/Straßfeld,22:22,1:1,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
85,17.02.13,16:00,TuS Königsdorf,NA,ASV SR Aachen,27:22,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
88,17.02.13,16:00,HSG Siebengebirge-Th.,NA,TV Strombach,21:25,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
89,17.02.13,18:00,Weidener TV,NA,Dünnwalder TV,18:23,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
92,23.02.13,16:00,ASV SR Aachen,NA,1.FC Köln 2,23:19,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
93,23.02.13,17:30,Pulheimer SC,NA,SC Fortuna Köln,23:23,1:1,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
94,23.02.13,18:00,TSV Bayer Leverkusen 2,NA,TSV Bonn rrh.,37:21,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
91,23.02.13,19:30,TV Strombach,NA,TuS Königsdorf,27:29,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
96,24.02.13,16:00,SG Ollheim/Straßfeld,NA,Weidener TV,28:20,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
101,02.03.13,15:30,HSG Siebengebirge-Th.,NA,SG Ollheim/Straßfeld,12:36,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
102,02.03.13,16:00,Weidener TV,NA,TSV Bayer Leverkusen 2,25:36,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
98,02.03.13,17:00,1.FC Köln 2,NA,TV Strombach,26:28,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
100,02.03.13,17:30,TSV Bonn rrh.,NA,Pulheimer SC,26:34,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
99,03.03.13,13:45,SC Fortuna Köln,NA,ASV SR Aachen,37:25,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
97,03.03.13,16:00,TuS Königsdorf,NA,Dünnwalder TV,25:33,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
106,09.03.13,16:00,ASV SR Aachen,NA,Pulheimer SC,26:34,0:2,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
104,09.03.13,19:30,Dünnwalder TV,NA,1.FC Köln 2,28:26,2:0,NA,NA,2012/2013,1. Damen,Oberliga,5,25,19
